#alt_asm_name	prim_asm_name	alt_scaf_name	alt_scaf_acc	parent_type	parent_name	parent_acc	region_name	ori	alt_scaf_start	alt_scaf_stop	parent_start	parent_stop	alt_start_tail	alt_stop_tail
PATCHES	Primary Assembly	HSCHR3_8_CTG2_1	KZ559102.1	CHROMOSOME	3	CM000665.2	REGION265	+	1	197752	175333210	175524240	0	0
PATCHES	Primary Assembly	HSCHR3_7_CTG2_1	KZ559101.1	CHROMOSOME	3	CM000665.2	REGION266	+	1	164041	176115490	176274065	0	0
PATCHES	Primary Assembly	HG2264_PATCH	MU273346.1	CHROMOSOME	3	CM000665.2	REGION317	b	1	469342	187190322	187659631	0	0
PATCHES	Primary Assembly	HG699_PATCH	ML143344.1	CHROMOSOME	4	CM000666.2	REGION282	+	1	235734	1421767	1660835	0	0
PATCHES	Primary Assembly	HG1298_PATCH	ML143347.1	CHROMOSOME	4	CM000666.2	REGION279	+	1	176674	8728948	8923891	0	0
PATCHES	Primary Assembly	HSCHR4_2_CTG4	KQ090013.1	CHROMOSOME	4	CM000666.2	REGION222	+	1	90922	14931450	15019028	0	0
PATCHES	Primary Assembly	HG287_PATCH	MU273351.1	CHROMOSOME	4	CM000666.2	GBA3	+	1	205691	22678208	22883898	0	0
PATCHES	Primary Assembly	HG1299_PATCH	ML143346.1	CHROMOSOME	4	CM000666.2	REGION280	+	1	53476	31788957	31855391	0	0
PATCHES	Primary Assembly	HG1296_PATCH	ML143348.1	CHROMOSOME	4	CM000666.2	REGION278	+	1	125549	32810823	32942229	0	0
PATCHES	Primary Assembly	HG2525_PATCH	ML143345.1	CHROMOSOME	4	CM000666.2	REGION281	+	1	262638	49074722	49336924	0	78428
PATCHES	Primary Assembly	HG705_PATCH	ML143349.1	CHROMOSOME	4	CM000666.2	REGION283	+	1	276109	58666869	58984981	0	0
PATCHES	Primary Assembly	HSCHR4_8_CTG12	KQ090014.1	CHROMOSOME	4	CM000666.2	REGION223	+	1	163749	65880454	66040277	0	0
PATCHES	Primary Assembly	HSCHR4_9_CTG12	KQ090015.1	CHROMOSOME	4	CM000666.2	REGION224	+	1	236512	69959865	70191926	0	0
PATCHES	Primary Assembly	HSCHR4_2_CTG8_1	MU273349.1	CHROMOSOME	4	CM000666.2	PRSS48	+	1	308682	151063270	151371951	0	0
PATCHES	Primary Assembly	HSCHR4_12_CTG12	KV766193.1	CHROMOSOME	4	CM000666.2	REGION236	+	1	420675	154079465	154493046	0	0
PATCHES	Primary Assembly	HG2155_PATCH	MU273350.1	CHROMOSOME	4	CM000666.2	REGION318	+	1	113364	188991774	189102649	0	0
PATCHES	Primary Assembly	HSCHR4_11_CTG12	KQ983258.1	CHROMOSOME	4	CM000666.2	REGION134	+	1	185950	189907071	190093263	0	19457
PATCHES	Primary Assembly	HG2023_PATCH	KQ983257.1	CHROMOSOME	4	CM000666.2	REGION134	+	1	230434	189907071	190204555	0	0
PATCHES	Primary Assembly	HSCHR5_9_CTG1	KZ208910.1	CHROMOSOME	5	CM000667.2	REGION251	+	1	135987	3768476	3899281	0	0
PATCHES	Primary Assembly	HG2476_PATCH	MU273353.1	CHROMOSOME	5	CM000667.2	UBE2QL1	+	1	208405	6297827	6504595	0	0
PATCHES	Primary Assembly	HSCHR5_7_CTG1	KN196477.1	CHROMOSOME	5	CM000667.2	REGION193	+	1	139087	21098347	21230960	0	0
PATCHES	Primary Assembly	HSCHR5_8_CTG1	KV575243.1	CHROMOSOME	5	CM000667.2	GUSBP1	+	1	362221	21448370	21713081	0	0
PATCHES	Primary Assembly	HSCHR5_10_CTG1	MU273356.1	CHROMOSOME	5	CM000667.2	PRDM9	+	1	302485	23369984	23672469	0	0
PATCHES	Primary Assembly	HG1395_PATCH	ML143350.1	CHROMOSOME	5	CM000667.2	ECSCR	+	1	89956	139409472	139500161	0	0
PATCHES	Primary Assembly	HG2308_PATCH	MU273355.1	CHROMOSOME	5	CM000667.2	PCDHB@	+	1	508332	140764825	141273156	0	0
PATCHES	Primary Assembly	HG30_PATCH	KV575244.1	CHROMOSOME	5	CM000667.2	REGION234	b	1	673059	179235294	179907499	0	0
PATCHES	Primary Assembly	HG1046_PATCH	MU273352.1	CHROMOSOME	5	CM000667.2	REGION319	+	1	29438	181448822	181478259	0	4962
PATCHES	Primary Assembly	HG2057_PATCH	KZ208911.1	CHROMOSOME	6	CM000668.2	GCNT2	+	1	242796	10489117	10731912	0	0
PATCHES	Primary Assembly	HSCHR6_1_CTG10	KQ090017.1	CHROMOSOME	6	CM000668.2	REGION225	+	1	82315	13101650	13179113	0	0
PATCHES	Primary Assembly	HSCHR6_1_CTG1	MU273357.1	CHROMOSOME	6	CM000668.2	REGION320	b	1	383128	26453821	26859000	0	0
PATCHES	Primary Assembly	HG1651_PATCH	KQ031387.1	CHROMOSOME	6	CM000668.2	REGION211	+	1	320750	61123605	61470683	0	0
PATCHES	Primary Assembly	HG2128_PATCH	KN196478.1	CHROMOSOME	6	CM000668.2	REGION194	+	1	268330	67533466	67796090	0	0
PATCHES	Primary Assembly	HG2072_PATCH	KQ090016.1	CHROMOSOME	6	CM000668.2	REGION214	+	1	245716	82140389	82375901	0	0
PATCHES	Primary Assembly	HG2121_PATCH	KV766194.1	CHROMOSOME	6	CM000668.2	CASP8AP2	+	1	139427	89804656	89941739	0	0
PATCHES	Primary Assembly	HG563_PATCH	ML143351.1	CHROMOSOME	6	CM000668.2	REGION284	+	1	73265	95012984	95133130	0	0
PATCHES	Primary Assembly	HG1309_PATCH	ML143352.1	CHROMOSOME	7	CM000669.2	REGION145	+	19590	254759	43902	279542	19589	0
PATCHES	Primary Assembly	HSCHR7_3_CTG1	KZ559106.1	CHROMOSOME	7	CM000669.2	REGION267	+	1	172555	9026358	9192359	0	0
PATCHES	Primary Assembly	HSCHR7_4_CTG1	MU273358.1	CHROMOSOME	7	CM000669.2	REGION321	b	1	464417	54005772	54470182	0	0
PATCHES	Primary Assembly	HG2088_PATCH	KV880764.1	CHROMOSOME	7	CM000669.2	REGION241	+	1	142129	99092372	99228806	0	0
PATCHES	Primary Assembly	HG2266_PATCH	KV880765.1	CHROMOSOME	7	CM000669.2	REGION242	b	1	468267	107154479	107622612	0	0
PATCHES	Primary Assembly	HG708_PATCH	KZ208912.1	CHROMOSOME	7	CM000669.2	REGION252	+	1	589656	143380637	144045426	0	0
PATCHES	Primary Assembly	HSCHR7_3_CTG4_4	KZ208913.1	CHROMOSOME	7	CM000669.2	REGION252	+	1	680662	144045427	144630931	0	0
PATCHES	Primary Assembly	HG2239_PATCH	KQ031388.1	CHROMOSOME	7	CM000669.2	REGION212	+	1	179932	154422352	154602937	0	0
PATCHES	Primary Assembly	HG2267_PATCH	MU273362.1	CHROMOSOME	8	CM000670.2	REGION322	b	1	429744	6064671	6494266	0	0
PATCHES	Primary Assembly	HG76_PATCH	KZ208915.1	CHROMOSOME	8	CM000670.2	DEFENSIN_REGION_1	b	1	6367528	6604731	13171905	0	0
PATCHES	Primary Assembly	HG2068_PATCH	KV880767.1	CHROMOSOME	8	CM000670.2	REGION243	+	1	265876	21395510	21659610	0	0
PATCHES	Primary Assembly	HG2176_PATCH	MU273359.1	CHROMOSOME	8	CM000670.2	REGION323	+	1	150302	48065378	48214652	0	0
PATCHES	Primary Assembly	HG2067_PATCH	KV880766.1	CHROMOSOME	8	CM000670.2	REGION244	+	1	156998	57022151	57173350	0	0
PATCHES	Primary Assembly	HG2408_PATCH	MU273361.1	CHROMOSOME	8	CM000670.2	REGION324	+	1	106905	124465412	124571955	0	0
PATCHES	Primary Assembly	HSCHR8_7_CTG7	KZ559107.1	CHROMOSOME	8	CM000670.2	REGION268	+	1	103072	129724678	129818699	0	0
PATCHES	Primary Assembly	HG2031_PATCH	MU273363.1	CHROMOSOME	8	CM000670.2	REGION154	+	1	207371	141333447	141540817	0	0
PATCHES	Primary Assembly	HG2419_PATCH	KZ208914.1	CHROMOSOME	8	CM000670.2	SLC39A4	+	1	165120	144269398	144434518	0	0
PATCHES	Primary Assembly	HG1047_PATCH	MU273360.1	CHROMOSOME	8	CM000670.2	REGION325	+	1	36077	145042560	145078636	0	3213
PATCHES	Primary Assembly	HSCHR9_1_CTG6	KQ090018.1	CHROMOSOME	9	CM000671.2	REGION226	+	1	163882	8983671	9142737	0	0
PATCHES	Primary Assembly	HSCHR9_1_CTG7	KQ090019.1	CHROMOSOME	9	CM000671.2	REGION227	+	1	134099	24949709	25079413	0	0
PATCHES	Primary Assembly	HG1206_PATCH	MU273366.1	CHROMOSOME	9	CM000671.2	CNTNAP3C	+	1	186842	61281967	61468808	0	382826
PATCHES	Primary Assembly	HG2158_PATCH	MU273364.1	CHROMOSOME	9	CM000671.2	REGION326	+	1	340717	88519456	88854463	0	0
PATCHES	Primary Assembly	HG1012_PATCH	MU273365.1	CHROMOSOME	9	CM000671.2	ASPN	+	1	482250	92165272	92647523	0	0
PATCHES	Primary Assembly	HG2030_PATCH	KN196479.1	CHROMOSOME	9	CM000671.2	ABO	+	1	330164	133174055	133504070	0	0
PATCHES	Primary Assembly	HG613_PATCH	ML143353.1	CHROMOSOME	9	CM000671.2	REGION285	+	1	25408	134176072	134201322	0	0
PATCHES	Primary Assembly	HG545_PATCH	ML143354.1	CHROMOSOME	10	CM000672.2	REGION290	+	1	454963	38363173	38781896	0	0
PATCHES	Primary Assembly	HG2244_HG2245_PATCH	KN538367.1	CHROMOSOME	10	CM000672.2	REGION205	+	1	420164	38918270	39338430	0	0
PATCHES	Primary Assembly	HG1277_PATCH	ML143355.1	CHROMOSOME	10	CM000672.2	REGION298	+	1	292944	47739150	48074662	0	0
PATCHES	Primary Assembly	HSCHR10_1_CTG6	KQ090020.1	CHROMOSOME	10	CM000672.2	REGION216	+	1	185507	65503225	65684914	0	0
PATCHES	Primary Assembly	HG2191_PATCH	KN196480.1	CHROMOSOME	10	CM000672.2	REGION195	+	1	277797	74797382	75073121	0	0
PATCHES	Primary Assembly	HG2334_PATCH	KQ090021.1	CHROMOSOME	10	CM000672.2	PTEN	+	1	264545	87784179	88048756	0	0
PATCHES	Primary Assembly	HG2576_PATCH	MU273367.1	CHROMOSOME	10	CM000672.2	PNLIPRP2	+	1	196262	116589005	116785266	0	0
PATCHES	Primary Assembly	HG2242_HG2243_PATCH	KN538366.1	CHROMOSOME	10	CM000672.2	REGION204	+	1	85284	124109957	124195365	0	0
PATCHES	Primary Assembly	HG2241_PATCH	KN538365.1	CHROMOSOME	10	CM000672.2	REGION203	+	1	14347	131588434	131607480	0	0
PATCHES	Primary Assembly	HG107_HG2565_PATCH	KQ759759.2	CHROMOSOME	11	CM000673.2	MUCIN_REGION_1	+	1	204999	1012544	1207515	0	0
PATCHES	Primary Assembly	HG152_PATCH	MU273369.1	CHROMOSOME	11	CM000673.2	KRTAP_REGION_2	+	1	434831	1265735	1694855	0	0
PATCHES	Primary Assembly	HG28_PATCH	ML143358.1	CHROMOSOME	11	CM000673.2	REGION302	b	1	270122	1809498	2077600	0	0
PATCHES	Primary Assembly	HG2578_PATCH	MU273371.1	CHROMOSOME	11	CM000673.2	OR52E1	+	1	122722	5003681	5126401	0	0
PATCHES	Primary Assembly	HSCHR11_1_CTG1_2	KN538368.1	CHROMOSOME	11	CM000673.2	OLFACTORY_REGION_2	+	1	203552	7779133	7972558	0	0
PATCHES	Primary Assembly	HG2111_PATCH	ML143360.1	CHROMOSOME	11	CM000673.2	REGION288	+	1	170928	18251175	18419476	0	0
PATCHES	Primary Assembly	HG2114_PATCH	KZ559109.1	CHROMOSOME	11	CM000673.2	REGION269	+	1	279644	47572175	47847277	0	0
PATCHES	Primary Assembly	HG2060_PATCH	KZ559108.1	CHROMOSOME	11	CM000673.2	REGION270	+	1	305244	49535823	49841095	0	0
PATCHES	Primary Assembly	HG1708_PATCH	KV766195.1	CHROMOSOME	11	CM000673.2	OLFACTORY_REGION_4	+	1	140877	49958373	50099251	0	0
PATCHES	Primary Assembly	HG2568_PATCH	MU273370.1	CHROMOSOME	11	CM000673.2	OLFACTORY_REGION_1	+	1	344606	56189252	56533855	0	0
PATCHES	Primary Assembly	HSCHR11_1_CTG3_1	KZ559111.1	CHROMOSOME	11	CM000673.2	REGION271	+	1	181167	59910346	60087289	0	0
PATCHES	Primary Assembly	HG2115_PATCH	ML143359.1	CHROMOSOME	11	CM000673.2	PPFIA1	+	1	217075	70244180	70455787	0	0
PATCHES	Primary Assembly	HG1445_PATCH	ML143357.1	CHROMOSOME	11	CM000673.2	REGION286	+	1	165419	87928891	88117772	0	0
PATCHES	Primary Assembly	HSCHR11_2_CTG8	KZ559110.1	CHROMOSOME	11	CM000673.2	REGION272	+	1	301637	90093878	90364703	0	0
PATCHES	Primary Assembly	HG2116_PATCH	KQ090022.1	CHROMOSOME	11	CM000673.2	REGION215	+	1	181958	92232311	92410192	0	0
PATCHES	Primary Assembly	HG1521_PATCH	ML143356.1	CHROMOSOME	11	CM000673.2	REGION287	+	1	45257	96542549	96587148	0	0
PATCHES	Primary Assembly	HSCHR11_2_CTG3_1	MU273368.1	CHROMOSOME	11	CM000673.2	CASP12	+	1	261194	104700868	104962061	0	0
PATCHES	Primary Assembly	HG2217_PATCH	KN196481.1	CHROMOSOME	11	CM000673.2	SLC37A4	+	1	108875	118978401	119087276	0	0
PATCHES	Primary Assembly	HSCHR12_2_CTG1	KQ090023.1	CHROMOSOME	12	CM000674.2	REGION217	+	1	109323	1033530	1135924	0	0
PATCHES	Primary Assembly	HG1815_PATCH	KZ208916.1	CHROMOSOME	12	CM000674.2	REGION253	+	1	1046838	1657857	2698722	0	0
PATCHES	Primary Assembly	HG1398_PATCH	ML143362.1	CHROMOSOME	12	CM000674.2	C1R	+	1	192531	7071546	7264845	0	0
PATCHES	Primary Assembly	HG1362_PATCH	KN538369.1	CHROMOSOME	12	CM000674.2	REGION206	b	1	541038	12031003	12572035	0	0
PATCHES	Primary Assembly	HG23_PATCH	KN196482.1	CHROMOSOME	12	CM000674.2	REGION196	b	1	211377	17717409	17928910	0	0
PATCHES	Primary Assembly	HG2554_PATCH	MU273372.1	CHROMOSOME	12	CM000674.2	REGION327	+	1	104537	53276241	53380787	0	0
PATCHES	Primary Assembly	HSCHR12_8_CTG2_1	KZ208918.1	CHROMOSOME	12	CM000674.2	REGION255	+	1	174808	86094144	86261655	0	0
PATCHES	Primary Assembly	HG2063_PATCH	KQ759760.1	CHROMOSOME	12	CM000674.2	REGION232	b	1	315610	86768210	87083988	0	0
PATCHES	Primary Assembly	HG2047_PATCH	KZ208917.1	CHROMOSOME	12	CM000674.2	REGION254	+	1	64689	121594225	121658918	0	0
PATCHES	Primary Assembly	HG2247_PATCH	KN538370.1	CHROMOSOME	12	CM000674.2	REGION207	+	1	86533	122057735	122145576	0	0
PATCHES	Primary Assembly	HSCHR12_9_CTG2_1	KZ559112.1	CHROMOSOME	12	CM000674.2	REGION273	+	1	154139	127053477	127193247	0	0
PATCHES	Primary Assembly	HG2246_HG2248_HG2276_PATCH	ML143361.1	CHROMOSOME	12	CM000674.2	GALNT9	+	1	297568	132092972	132391208	0	0
PATCHES	Primary Assembly	HG2509_PATCH	ML143366.1	CHROMOSOME	13	CM000675.2	NOR_CHR_13	+	1	409912	15590088	16000000	0	0
PATCHES	Primary Assembly	HG2291_PATCH	KN538372.1	CHROMOSOME	13	CM000675.2	BAGE5	+	169909	356766	18171249	18358106	169908	0
PATCHES	Primary Assembly	HSCHR13_1_CTG7	KQ090024.1	CHROMOSOME	13	CM000675.2	REGION218	+	1	168146	84294441	84452423	0	0
PATCHES	Primary Assembly	HG1817_1_PATCH	ML143363.1	CHROMOSOME	13	CM000675.2	REGION197	+	1	2242	86200738	86202979	0	5067
PATCHES	Primary Assembly	HG2216_PATCH	KN196483.1	CHROMOSOME	13	CM000675.2	REGION197	+	12122	35455	86269523	86292877	12121	0
PATCHES	Primary Assembly	HG2249_PATCH	KN538373.1	CHROMOSOME	13	CM000675.2	REGION208	+	1	148762	100900735	101049613	0	0
PATCHES	Primary Assembly	HSCHR13_1_CTG8	KQ090025.1	CHROMOSOME	13	CM000675.2	REGION219	+	1	123480	108604134	108722945	0	0
PATCHES	Primary Assembly	HG1523_PATCH	ML143364.1	CHROMOSOME	13	CM000675.2	REGION289	+	1	158944	111786909	111851680	0	0
PATCHES	Primary Assembly	HG1524_PATCH	ML143365.1	CHROMOSOME	13	CM000675.2	REGION169	+	1	65394	113649178	113763795	0	0
PATCHES	Primary Assembly	HG2288_HG2289_PATCH	KN538371.1	CHROMOSOME	13	CM000675.2	REGION209	+	1	206320	113936976	114147229	0	0
PATCHES	Primary Assembly	HG2510_PATCH	ML143367.1	CHROMOSOME	14	CM000676.2	NOR_CHR_14	+	1	399183	15600817	16000000	0	0
PATCHES	Primary Assembly	HG2526_HG2573_PATCH	MU273373.1	CHROMOSOME	14	CM000676.2	OR4Q2_OR11H7	+	1	722645	19797319	20519964	0	0
PATCHES	Primary Assembly	HG1_PATCH	KZ208920.1	CHROMOSOME	14	CM000676.2	REGION256	+	1	690932	23699022	24389954	0	0
PATCHES	Primary Assembly	HSCHR14_9_CTG1	ML143368.1	CHROMOSOME	14	CM000676.2	REGION291	+	1	264228	46309691	46567274	0	0
PATCHES	Primary Assembly	HSCHR14_8_CTG1	KZ208919.1	CHROMOSOME	14	CM000676.2	REGION257	+	1	171798	63664049	63829157	0	0
PATCHES	Primary Assembly	HG2511_PATCH	ML143372.1	CHROMOSOME	15	CM000677.2	NOR_CHR_15	+	1	396515	16603485	17000000	0	0
PATCHES	Primary Assembly	HG2365_PATCH	ML143371.1	CHROMOSOME	15	CM000677.2	PRADER_WILLI	+	1	5500449	19775255	24552710	0	0
PATCHES	Primary Assembly	HSCHR15_6_CTG8	KQ031389.1	CHROMOSOME	15	CM000677.2	REGION25	b	1	2365364	30012327	32846950	0	0
PATCHES	Primary Assembly	HSCHR15_9_CTG8	MU273375.1	CHROMOSOME	15	CM000677.2	REGION328	+	1	204007	34261291	34457915	0	0
PATCHES	Primary Assembly	HG2198_PATCH	ML143370.1	CHROMOSOME	15	CM000677.2	REGION299	+	1	369264	74172576	74539995	0	0
PATCHES	Primary Assembly	HG2280_PATCH	MU273374.1	CHROMOSOME	15	CM000677.2	REGION329	+	1	1154574	83394207	84662728	0	0
PATCHES	Primary Assembly	HG2499_PATCH	ML143369.1	CHROMOSOME	15	CM000677.2	REGION303	+	1	87326	101893864	101981189	0	10437
PATCHES	Primary Assembly	HG401_PATCH	MU273376.1	CHROMOSOME	16	CM000678.2	REGION173	+	1	87715	1933853	2021571	0	0
PATCHES	Primary Assembly	HSCHR16_5_CTG1	KQ090026.1	CHROMOSOME	16	CM000678.2	REGION221	+	1	59016	2820536	2873621	0	0
PATCHES	Primary Assembly	HG2263_PATCH	KZ559113.1	CHROMOSOME	16	CM000678.2	FRA16A	+	1	480415	16998740	17478916	0	0
PATCHES	Primary Assembly	HG926_PATCH	KV880768.1	CHROMOSOME	16	CM000678.2	REGION245	b	1	1927115	21176310	22760988	0	0
PATCHES	Primary Assembly	HG2471_PATCH	ML143373.1	CHROMOSOME	16	CM000678.2	SLC5A11	+	1	270967	24749301	25017484	0	0
PATCHES	Primary Assembly	HSCHR16_4_CTG3_1	KQ090027.1	CHROMOSOME	16	CM000678.2	REGION220	+	1	267463	71137292	71399966	0	0
PATCHES	Primary Assembly	HSCHR16_5_CTG3_1	KZ208921.1	CHROMOSOME	16	CM000678.2	CTRB1_CTRB2	b	1	78609	75169811	75248387	0	0
PATCHES	Primary Assembly	HSCHR16_3_CTG3_1	KQ031390.1	CHROMOSOME	16	CM000678.2	REGION213	+	1	169136	75930096	76091406	0	0
